"Título de trazado: 1. table nursery. 05/05/22"
"N.º","Fecha Tiempo, GMT-06:00","Temp, °C (LGR S/N: 21258716, SEN S/N: 21258716)","Intensidad, lux (LGR S/N: 21258716, SEN S/N: 21258716)","Acoplador adjunto (LGR S/N: 21258716)","Host conectado (LGR S/N: 21258716)","Acoplador separado (LGR S/N: 21258716)","Parado (LGR S/N: 21258716)","Final de archivo (LGR S/N: 21258716)"
4405,06/05/22 03:00:00 AM,23.388,0.0,,,,,
4406,06/05/22 03:10:00 AM,23.388,0.0,,,,,
4407,06/05/22 03:20:00 AM,23.388,0.0,,,,,
4408,06/05/22 03:30:00 AM,23.388,0.0,,,,,
4409,06/05/22 03:40:00 AM,23.388,0.0,,,,,
4410,06/05/22 03:50:00 AM,23.388,0.0,,,,,
4411,06/05/22 04:00:00 AM,23.388,0.0,,,,,
4412,06/05/22 04:10:00 AM,23.388,0.0,,,,,
4413,06/05/22 04:20:00 AM,23.388,0.0,,,,,
4414,06/05/22 04:30:00 AM,23.388,0.0,,,,,
4415,06/05/22 04:40:00 AM,23.388,0.0,,,,,
4416,06/05/22 04:50:00 AM,23.388,0.0,,,,,
4417,06/05/22 05:00:00 AM,23.388,0.0,,,,,
4418,06/05/22 05:10:00 AM,23.388,0.0,,,,,
4419,06/05/22 05:20:00 AM,23.388,0.0,,,,,
4420,06/05/22 05:30:00 AM,23.388,0.0,,,,,
4421,06/05/22 05:40:00 AM,23.388,0.0,,,,,
4422,06/05/22 05:50:00 AM,23.388,0.0,,,,,
4423,06/05/22 06:00:00 AM,23.292,0.0,,,,,
4424,06/05/22 06:10:00 AM,23.292,10.8,,,,,
4425,06/05/22 06:20:00 AM,23.292,0.0,,,,,
4426,06/05/22 06:30:00 AM,23.292,0.0,,,,,
4427,06/05/22 06:40:00 AM,23.292,21.5,,,,,
4428,06/05/22 06:50:00 AM,23.292,53.8,,,,,
4429,06/05/22 07:00:00 AM,23.292,64.6,,,,,
4430,06/05/22 07:10:00 AM,23.388,269.1,,,,,
4431,06/05/22 07:20:00 AM,23.388,172.2,,,,,
4432,06/05/22 07:30:00 AM,23.388,150.7,,,,,
4433,06/05/22 07:40:00 AM,23.484,183.0,,,,,
4434,06/05/22 07:50:00 AM,23.388,107.6,,,,,
4435,06/05/22 08:00:00 AM,23.388,333.7,,,,,
4436,06/05/22 08:10:00 AM,23.388,301.4,,,,,
4437,06/05/22 08:20:00 AM,23.388,129.2,,,,,
4438,06/05/22 08:30:00 AM,23.292,118.4,,,,,
4439,06/05/22 08:40:00 AM,23.292,290.6,,,,,
4440,06/05/22 08:50:00 AM,23.388,452.1,,,,,
4441,06/05/22 09:00:00 AM,23.388,236.8,,,,,
4442,06/05/22 09:10:00 AM,23.388,236.8,,,,,
4443,06/05/22 09:20:00 AM,23.388,796.5,,,,,
4444,06/05/22 09:30:00 AM,23.388,269.1,,,,,
4445,06/05/22 09:40:00 AM,23.388,570.5,,,,,
4446,06/05/22 09:50:00 AM,23.388,172.2,,,,,
4447,06/05/22 10:00:00 AM,23.484,893.4,,,,,
4448,06/05/22 10:10:00 AM,23.484,602.8,,,,,
4449,06/05/22 10:20:00 AM,23.484,721.2,,,,,
4450,06/05/22 10:30:00 AM,23.484,322.9,,,,,
4451,06/05/22 10:40:00 AM,23.581,850.4,,,,,
4452,06/05/22 10:50:00 AM,23.581,495.1,,,,,
4453,06/05/22 11:00:00 AM,23.581,635.1,,,,,
4454,06/05/22 11:10:00 AM,23.677,807.3,,,,,
4455,06/05/22 11:20:00 AM,23.773,990.3,,,,,
4456,06/05/22 11:30:00 AM,23.773,613.5,,,,,
4457,06/05/22 11:40:00 AM,23.773,581.3,,,,,
4458,06/05/22 11:50:00 AM,23.773,1270.1,,,,,
4459,06/05/22 12:00:00 PM,23.869,710.4,,,,,
4460,06/05/22 12:10:00 PM,23.869,882.6,,,,,
4461,06/05/22 12:20:00 PM,23.966,1463.9,,,,,
4462,06/05/22 12:30:00 PM,23.966,861.1,,,,,
4463,06/05/22 12:40:00 PM,24.062,1636.1,,,,,
4464,06/05/22 12:50:00 PM,24.062,1377.8,,,,,
4465,06/05/22 01:00:00 PM,24.062,1065.6,,,,,
4466,06/05/22 01:10:00 PM,24.158,1377.8,,,,,
4467,06/05/22 01:20:00 PM,24.062,204.5,,,,,
4468,06/05/22 01:30:00 PM,23.966,452.1,,,,,
4469,06/05/22 01:40:00 PM,24.062,645.8,,,,,
4470,06/05/22 01:50:00 PM,23.966,731.9,,,,,
4471,06/05/22 02:00:00 PM,24.062,731.9,,,,,
4472,06/05/22 02:10:00 PM,23.966,721.2,,,,,
4473,06/05/22 02:20:00 PM,23.966,742.7,,,,,
4474,06/05/22 02:30:00 PM,23.869,958.0,,,,,
4475,06/05/22 02:40:00 PM,23.869,1130.2,,,,,
4476,06/05/22 02:50:00 PM,23.869,742.7,,,,,
4477,06/05/22 03:00:00 PM,23.869,2066.7,,,,,
4478,06/05/22 03:10:00 PM,23.773,667.4,,,,,
4479,06/05/22 03:20:00 PM,23.869,1065.6,,,,,
4480,06/05/22 03:30:00 PM,23.773,1076.4,,,,,
4481,06/05/22 03:40:00 PM,23.773,1636.1,,,,,
4482,06/05/22 03:50:00 PM,23.773,958.0,,,,,
4483,06/05/22 04:00:00 PM,23.677,968.8,,,,,
4484,06/05/22 04:10:00 PM,23.677,376.7,,,,,
4485,06/05/22 04:20:00 PM,23.581,430.6,,,,,
4486,06/05/22 04:30:00 PM,23.581,258.3,,,,,
4487,06/05/22 04:40:00 PM,23.581,839.6,,,,,
4488,06/05/22 04:50:00 PM,23.581,215.3,,,,,
4489,06/05/22 05:00:00 PM,23.484,75.3,,,,,
4490,06/05/22 05:10:00 PM,23.484,86.1,,,,,
4491,06/05/22 05:20:00 PM,23.484,21.5,,,,,
4492,06/05/22 05:30:00 PM,23.484,75.3,,,,,
4493,06/05/22 05:40:00 PM,23.484,0.0,,,,,
4494,06/05/22 05:50:00 PM,23.484,0.0,,,,,
4495,06/05/22 06:00:00 PM,23.484,0.0,,,,,
4496,06/05/22 06:10:00 PM,23.484,0.0,,,,,
4497,06/05/22 06:20:00 PM,23.484,0.0,,,,,
4498,06/05/22 06:30:00 PM,23.484,0.0,,,,,
4499,06/05/22 06:40:00 PM,23.484,0.0,,,,,
4500,06/05/22 06:50:00 PM,23.484,0.0,,,,,
4501,06/05/22 07:00:00 PM,23.484,0.0,,,,,
4502,06/05/22 07:10:00 PM,23.484,0.0,,,,,
4503,06/05/22 07:20:00 PM,23.484,0.0,,,,,
4504,06/05/22 07:30:00 PM,23.484,0.0,,,,,
4505,06/05/22 07:40:00 PM,23.484,0.0,,,,,
4506,06/05/22 07:50:00 PM,23.581,0.0,,,,,
4507,06/05/22 08:00:00 PM,23.581,0.0,,,,,
4508,06/05/22 08:10:00 PM,23.581,0.0,,,,,
4509,06/05/22 08:20:00 PM,23.484,0.0,,,,,
4510,06/05/22 08:30:00 PM,23.484,0.0,,,,,
4511,06/05/22 08:40:00 PM,23.581,0.0,,,,,
4512,06/05/22 08:50:00 PM,23.484,0.0,,,,,
4513,06/05/22 09:00:00 PM,23.484,0.0,,,,,
4514,06/05/22 09:10:00 PM,23.484,0.0,,,,,
4515,06/05/22 09:20:00 PM,23.484,0.0,,,,,
4516,06/05/22 09:30:00 PM,23.484,0.0,,,,,
4517,06/05/22 09:40:00 PM,23.484,0.0,,,,,
4518,06/05/22 09:50:00 PM,23.484,0.0,,,,,
4519,06/05/22 10:00:00 PM,23.484,0.0,,,,,
4520,06/05/22 10:10:00 PM,23.484,0.0,,,,,
4521,06/05/22 10:20:00 PM,23.484,0.0,,,,,
4522,06/05/22 10:30:00 PM,23.484,0.0,,,,,
4523,06/05/22 10:40:00 PM,23.484,0.0,,,,,
4524,06/05/22 10:50:00 PM,23.484,0.0,,,,,
4525,06/05/22 11:00:00 PM,23.484,0.0,,,,,
4526,06/05/22 11:10:00 PM,23.388,0.0,,,,,
4527,06/05/22 11:20:00 PM,23.388,0.0,,,,,
4528,06/05/22 11:30:00 PM,23.388,0.0,,,,,
4529,06/05/22 11:40:00 PM,23.388,0.0,,,,,
4530,06/05/22 11:50:00 PM,23.388,0.0,,,,,
4531,06/06/22 12:00:00 AM,23.388,0.0,,,,,
4532,06/06/22 12:10:00 AM,23.388,0.0,,,,,
4533,06/06/22 12:20:00 AM,23.388,0.0,,,,,
4534,06/06/22 12:30:00 AM,23.388,0.0,,,,,
4535,06/06/22 12:40:00 AM,23.388,0.0,,,,,
4536,06/06/22 12:50:00 AM,23.388,0.0,,,,,
4537,06/06/22 01:00:00 AM,23.388,0.0,,,,,
4538,06/06/22 01:10:00 AM,23.388,0.0,,,,,
4539,06/06/22 01:20:00 AM,23.388,0.0,,,,,
4540,06/06/22 01:30:00 AM,23.388,0.0,,,,,
4541,06/06/22 01:40:00 AM,23.388,0.0,,,,,
4542,06/06/22 01:50:00 AM,23.292,0.0,,,,,
4543,06/06/22 02:00:00 AM,23.388,0.0,,,,,
4544,06/06/22 02:10:00 AM,23.388,0.0,,,,,
4545,06/06/22 02:20:00 AM,23.388,0.0,,,,,
4546,06/06/22 02:30:00 AM,23.292,0.0,,,,,
4547,06/06/22 02:40:00 AM,23.292,0.0,,,,,
4548,06/06/22 02:50:00 AM,23.292,0.0,,,,,
4549,06/06/22 03:00:00 AM,23.388,0.0,,,,,
4550,06/06/22 03:10:00 AM,23.388,0.0,,,,,
4551,06/06/22 03:20:00 AM,23.388,0.0,,,,,
4552,06/06/22 03:30:00 AM,23.388,0.0,,,,,
4553,06/06/22 03:40:00 AM,23.292,0.0,,,,,
4554,06/06/22 03:50:00 AM,23.292,0.0,,,,,
4555,06/06/22 04:00:00 AM,23.292,0.0,,,,,
4556,06/06/22 04:10:00 AM,23.292,0.0,,,,,
4557,06/06/22 04:20:00 AM,23.292,0.0,,,,,
4558,06/06/22 04:30:00 AM,23.292,0.0,,,,,
4559,06/06/22 04:40:00 AM,23.292,0.0,,,,,
4560,06/06/22 04:50:00 AM,23.292,0.0,,,,,
4561,06/06/22 05:00:00 AM,23.292,0.0,,,,,
4562,06/06/22 05:10:00 AM,23.292,0.0,,,,,
4563,06/06/22 05:20:00 AM,23.292,0.0,,,,,
4564,06/06/22 05:30:00 AM,23.292,0.0,,,,,
4565,06/06/22 05:40:00 AM,23.292,0.0,,,,,
4566,06/06/22 05:50:00 AM,23.292,0.0,,,,,
4567,06/06/22 06:00:00 AM,23.292,0.0,,,,,
4568,06/06/22 06:10:00 AM,23.292,32.3,,,,,
4569,06/06/22 06:20:00 AM,23.292,0.0,,,,,
4570,06/06/22 06:30:00 AM,23.292,0.0,,,,,
4571,06/06/22 06:40:00 AM,23.292,64.6,,,,,
4572,06/06/22 06:50:00 AM,23.292,10.8,,,,,
4573,06/06/22 07:00:00 AM,23.292,43.1,,,,,
4574,06/06/22 07:10:00 AM,23.292,53.8,,,,,
4575,06/06/22 07:20:00 AM,23.292,53.8,,,,,
4576,06/06/22 07:30:00 AM,23.292,150.7,,,,,
4577,06/06/22 07:40:00 AM,23.292,86.1,,,,,
4578,06/06/22 07:50:00 AM,23.292,796.5,,,,,
4579,06/06/22 08:00:00 AM,23.292,161.5,,,,,
4580,06/06/22 08:10:00 AM,23.292,204.5,,,,,
4581,06/06/22 08:20:00 AM,23.292,236.8,,,,,
4582,06/06/22 08:30:00 AM,23.292,86.1,,,,,
4583,06/06/22 08:40:00 AM,23.292,204.5,,,,,
4584,06/06/22 08:50:00 AM,23.388,247.6,,,,,
4585,06/06/22 09:00:00 AM,23.388,322.9,,,,,
4586,06/06/22 09:10:00 AM,23.388,172.2,,,,,
4587,06/06/22 09:20:00 AM,23.388,312.2,,,,,
4588,06/06/22 09:30:00 AM,23.388,344.4,,,,,
4589,06/06/22 09:40:00 AM,23.388,462.9,,,,,
4590,06/06/22 09:50:00 AM,23.388,269.1,,,,,
4591,06/06/22 10:00:00 AM,23.388,269.1,,,,,
4592,06/06/22 10:10:00 AM,23.388,387.5,,,,,
4593,06/06/22 10:20:00 AM,23.388,215.3,,,,,
4594,06/06/22 10:30:00 AM,23.388,678.1,,,,,
4595,06/06/22 10:40:00 AM,23.388,527.4,,,,,
4596,06/06/22 10:50:00 AM,23.484,1377.8,,,,,
4597,06/06/22 11:00:00 AM,23.484,1324.0,,,,,
4598,06/06/22 11:10:00 AM,23.484,1033.3,,,,,
4599,06/06/22 11:20:00 AM,23.581,1463.9,,,,,
4600,06/06/22 11:30:00 AM,23.484,1270.1,,,,,
4601,06/06/22 11:40:00 AM,23.484,419.8,,,,,
4602,06/06/22 11:50:00 AM,23.484,538.2,,,,,
4603,06/06/22 12:00:00 PM,23.581,699.7,,,,,
4604,06/06/22 12:10:00 PM,23.484,430.6,,,,,
4605,06/06/22 12:20:00 PM,23.484,2325.0,,,,,
4606,06/06/22 12:30:00 PM,23.581,1033.3,,,,,
4607,06/06/22 12:40:00 PM,23.581,656.6,,,,,
4608,06/06/22 12:50:00 PM,23.581,2927.8,,,,,
4609,06/06/22 01:00:00 PM,23.581,1280.9,,,,,
4610,06/06/22 01:10:00 PM,23.581,710.4,,,,,
4611,06/06/22 01:20:00 PM,23.581,570.5,,,,,
4612,06/06/22 01:30:00 PM,23.581,376.7,,,,,
4613,06/06/22 01:40:00 PM,23.581,2497.2,,,,,
4614,06/06/22 01:50:00 PM,23.677,452.1,,,,,
4615,06/06/22 02:00:00 PM,23.677,2152.8,,,,,
4616,06/06/22 02:10:00 PM,23.581,1550.0,,,,,
4617,06/06/22 02:20:00 PM,23.677,3272.2,,,,,
4618,06/06/22 02:30:00 PM,23.677,1130.2,,,,,
4619,06/06/22 02:40:00 PM,23.677,1248.6,,,,,
4620,06/06/22 02:50:00 PM,23.677,2325.0,,,,,
4621,06/06/22 03:00:00 PM,23.773,1550.0,,,,,
4622,06/06/22 03:10:00 PM,23.773,2583.4,,,,,
4623,06/06/22 03:20:00 PM,23.773,1076.4,,,,,
4624,06/06/22 03:30:00 PM,23.773,635.1,,,,,
4625,06/06/22 03:40:00 PM,23.677,1022.6,,,,,
4626,06/06/22 03:50:00 PM,23.581,215.3,,,,,
4627,06/06/22 04:00:00 PM,23.581,1636.1,,,,,
4628,06/06/22 04:10:00 PM,23.484,301.4,,,,,
4629,06/06/22 04:20:00 PM,23.484,398.3,,,,,
4630,06/06/22 04:30:00 PM,23.484,226.0,,,,,
4631,06/06/22 04:40:00 PM,23.484,204.5,,,,,
4632,06/06/22 04:50:00 PM,23.484,279.9,,,,,
4633,06/06/22 05:00:00 PM,23.388,53.8,,,,,
4634,06/06/22 05:10:00 PM,23.388,107.6,,,,,
4635,06/06/22 05:20:00 PM,23.388,43.1,,,,,
4636,06/06/22 05:30:00 PM,23.388,10.8,,,,,
4637,06/06/22 05:40:00 PM,23.388,0.0,,,,,
4638,06/06/22 05:50:00 PM,23.388,10.8,,,,,
4639,06/06/22 06:00:00 PM,23.388,0.0,,,,,
4640,06/06/22 06:10:00 PM,23.388,0.0,,,,,
4641,06/06/22 06:20:00 PM,23.388,0.0,,,,,
4642,06/06/22 06:30:00 PM,23.388,0.0,,,,,
4643,06/06/22 06:40:00 PM,23.388,0.0,,,,,
4644,06/06/22 06:50:00 PM,23.292,0.0,,,,,
4645,06/06/22 07:00:00 PM,23.292,0.0,,,,,
4646,06/06/22 07:10:00 PM,23.292,0.0,,,,,
4647,06/06/22 07:20:00 PM,23.292,0.0,,,,,
4648,06/06/22 07:30:00 PM,23.292,0.0,,,,,
4649,06/06/22 07:40:00 PM,23.292,0.0,,,,,
4650,06/06/22 07:50:00 PM,23.292,0.0,,,,,
4651,06/06/22 08:00:00 PM,23.292,0.0,,,,,
4652,06/06/22 08:10:00 PM,23.292,0.0,,,,,
4653,06/06/22 08:20:00 PM,23.292,0.0,,,,,
4654,06/06/22 08:30:00 PM,23.292,0.0,,,,,
4655,06/06/22 08:40:00 PM,23.292,0.0,,,,,
4656,06/06/22 08:50:00 PM,23.292,0.0,,,,,
4657,06/06/22 09:00:00 PM,23.292,0.0,,,,,
4658,06/06/22 09:10:00 PM,23.292,0.0,,,,,
4659,06/06/22 09:20:00 PM,23.292,0.0,,,,,
4660,06/06/22 09:30:00 PM,23.388,0.0,,,,,
4661,06/06/22 09:40:00 PM,23.292,0.0,,,,,
4662,06/06/22 09:50:00 PM,23.292,0.0,,,,,
4663,06/06/22 10:00:00 PM,23.292,0.0,,,,,
4664,06/06/22 10:10:00 PM,23.292,0.0,,,,,
4665,06/06/22 10:20:00 PM,23.292,0.0,,,,,
4666,06/06/22 10:30:00 PM,23.292,0.0,,,,,
4667,06/06/22 10:40:00 PM,23.292,0.0,,,,,
4668,06/06/22 10:50:00 PM,23.292,0.0,,,,,
4669,06/06/22 11:00:00 PM,23.292,0.0,,,,,
4670,06/06/22 11:10:00 PM,23.292,0.0,,,,,
4671,06/06/22 11:20:00 PM,23.292,0.0,,,,,
4672,06/06/22 11:30:00 PM,23.292,0.0,,,,,
4673,06/06/22 11:40:00 PM,23.292,0.0,,,,,
4674,06/06/22 11:50:00 PM,23.292,0.0,,,,,
4675,06/07/22 12:00:00 AM,23.292,0.0,,,,,
4676,06/07/22 12:10:00 AM,23.292,0.0,,,,,
4677,06/07/22 12:20:00 AM,23.292,0.0,,,,,
4678,06/07/22 12:30:00 AM,23.196,0.0,,,,,
4679,06/07/22 12:40:00 AM,23.292,0.0,,,,,
4680,06/07/22 12:50:00 AM,23.196,0.0,,,,,
4681,06/07/22 01:00:00 AM,23.196,0.0,,,,,
4682,06/07/22 01:10:00 AM,23.196,0.0,,,,,
4683,06/07/22 01:20:00 AM,23.196,0.0,,,,,
4684,06/07/22 01:30:00 AM,23.196,0.0,,,,,
4685,06/07/22 01:40:00 AM,23.196,0.0,,,,,
4686,06/07/22 01:50:00 AM,23.196,0.0,,,,,
4687,06/07/22 02:00:00 AM,23.196,0.0,,,,,
4688,06/07/22 02:10:00 AM,23.196,0.0,,,,,
4689,06/07/22 02:20:00 AM,23.196,0.0,,,,,
4690,06/07/22 02:30:00 AM,23.196,0.0,,,,,
4691,06/07/22 02:40:00 AM,23.196,0.0,,,,,
4692,06/07/22 02:50:00 AM,23.196,0.0,,,,,
4693,06/07/22 03:00:00 AM,23.196,0.0,,,,,
4694,06/07/22 03:10:00 AM,23.196,0.0,,,,,
4695,06/07/22 03:20:00 AM,23.196,0.0,,,,,
4696,06/07/22 03:30:00 AM,23.100,0.0,,,,,
4697,06/07/22 03:40:00 AM,23.100,0.0,,,,,
4698,06/07/22 03:50:00 AM,23.100,0.0,,,,,
4699,06/07/22 04:00:00 AM,23.196,0.0,,,,,
4700,06/07/22 04:10:00 AM,23.196,0.0,,,,,
4701,06/07/22 04:20:00 AM,23.100,0.0,,,,,
4702,06/07/22 04:30:00 AM,23.196,0.0,,,,,
4703,06/07/22 04:40:00 AM,23.196,0.0,,,,,
4704,06/07/22 04:50:00 AM,23.196,0.0,,,,,
4705,06/07/22 05:00:00 AM,23.196,0.0,,,,,
4706,06/07/22 05:10:00 AM,23.196,0.0,,,,,
4707,06/07/22 05:20:00 AM,23.196,0.0,,,,,
4708,06/07/22 05:30:00 AM,23.196,0.0,,,,,
4709,06/07/22 05:40:00 AM,23.196,0.0,,,,,
4710,06/07/22 05:50:00 AM,23.196,0.0,,,,,
4711,06/07/22 06:00:00 AM,23.196,10.8,,,,,
4712,06/07/22 06:10:00 AM,23.196,0.0,,,,,
4713,06/07/22 06:20:00 AM,23.196,0.0,,,,,
4714,06/07/22 06:30:00 AM,23.196,0.0,,,,,
4715,06/07/22 06:40:00 AM,23.196,10.8,,,,,
4716,06/07/22 06:50:00 AM,23.196,53.8,,,,,
4717,06/07/22 07:00:00 AM,23.196,53.8,,,,,
4718,06/07/22 07:10:00 AM,23.196,43.1,,,,,
4719,06/07/22 07:20:00 AM,23.196,75.3,,,,,
4720,06/07/22 07:30:00 AM,23.196,53.8,,,,,
4721,06/07/22 07:40:00 AM,23.196,139.9,,,,,
4722,06/07/22 07:50:00 AM,23.196,118.4,,,,,
4723,06/07/22 08:00:00 AM,23.196,86.1,,,,,
4724,06/07/22 08:10:00 AM,23.196,129.2,,,,,
4725,06/07/22 08:20:00 AM,23.196,139.9,,,,,
4726,06/07/22 08:30:00 AM,23.196,150.7,,,,,
4727,06/07/22 08:40:00 AM,23.196,139.9,,,,,
4728,06/07/22 08:50:00 AM,23.196,204.5,,,,,
4729,06/07/22 09:00:00 AM,23.196,204.5,,,,,
4730,06/07/22 09:10:00 AM,23.196,193.8,,,,,
4731,06/07/22 09:20:00 AM,23.196,193.8,,,,,
4732,06/07/22 09:30:00 AM,23.292,538.2,,,,,
4733,06/07/22 09:40:00 AM,23.292,409.0,,,,,
4734,06/07/22 09:50:00 AM,23.292,333.7,,,,,
4735,06/07/22 10:00:00 AM,23.196,269.1,,,,,
4736,06/07/22 10:10:00 AM,23.292,376.7,,,,,
4737,06/07/22 10:20:00 AM,23.196,215.3,,,,,
4738,06/07/22 10:30:00 AM,23.292,172.2,,,,,
4739,06/07/22 10:40:00 AM,23.196,355.2,,,,,
4740,06/07/22 10:50:00 AM,23.196,139.9,,,,,
4741,06/07/22 11:00:00 AM,23.292,269.1,,,,,
4742,06/07/22 11:10:00 AM,23.292,473.6,,,,,
4743,06/07/22 11:20:00 AM,23.292,452.1,,,,,
4744,06/07/22 11:30:00 AM,23.388,549.0,,,,,
4745,06/07/22 11:40:00 AM,23.388,581.3,,,,,
4746,06/07/22 11:50:00 AM,23.388,731.9,,,,,
4747,06/07/22 12:00:00 PM,23.484,731.9,,,,,
4748,06/07/22 12:10:00 PM,23.484,656.6,,,,,
4749,06/07/22 12:20:00 PM,23.484,925.7,,,,,
4750,06/07/22 12:30:00 PM,23.484,753.5,,,,,
4751,06/07/22 12:40:00 PM,23.581,839.6,,,,,
4752,06/07/22 12:50:00 PM,23.581,796.5,,,,,
4753,06/07/22 01:00:00 PM,23.581,1141.0,,,,,
4754,06/07/22 01:10:00 PM,23.677,861.1,,,,,
4755,06/07/22 01:20:00 PM,23.677,398.3,,,,,
4756,06/07/22 01:30:00 PM,23.677,710.4,,,,,
4757,06/07/22 01:40:00 PM,23.677,742.7,,,,,
4758,06/07/22 01:50:00 PM,23.677,495.1,,,,,
4759,06/07/22 02:00:00 PM,23.677,581.3,,,,,
4760,06/07/22 02:10:00 PM,23.581,495.1,,,,,
4761,06/07/22 02:20:00 PM,23.677,753.5,,,,,
4762,06/07/22 02:30:00 PM,23.677,667.4,,,,,
4763,06/07/22 02:40:00 PM,23.677,678.1,,,,,
4764,06/07/22 02:50:00 PM,23.773,3100.0,,,,,
4765,06/07/22 03:00:00 PM,23.773,1248.6,,,,,
4766,06/07/22 03:10:00 PM,23.773,742.7,,,,,
4767,06/07/22 03:20:00 PM,23.773,1151.7,,,,,
4768,06/07/22 03:30:00 PM,23.773,818.1,,,,,
4769,06/07/22 03:40:00 PM,23.773,764.2,,,,,
4770,06/07/22 03:50:00 PM,23.581,645.8,,,,,
4771,06/07/22 04:00:00 PM,23.581,366.0,,,,,
4772,06/07/22 04:10:00 PM,23.581,570.5,,,,,
4773,06/07/22 04:20:00 PM,23.581,161.5,,,,,
4774,06/07/22 04:30:00 PM,23.581,172.2,,,,,
4775,06/07/22 04:40:00 PM,23.581,269.1,,,,,
4776,06/07/22 04:50:00 PM,23.484,376.7,,,,,
4777,06/07/22 05:00:00 PM,23.484,204.5,,,,,
4778,06/07/22 05:10:00 PM,23.388,75.3,,,,,
4779,06/07/22 05:20:00 PM,23.388,32.3,,,,,
4780,06/07/22 05:30:00 PM,23.484,21.5,,,,,
4781,06/07/22 05:40:00 PM,23.484,0.0,,,,,
4782,06/07/22 05:50:00 PM,23.388,0.0,,,,,
4783,06/07/22 06:00:00 PM,23.388,0.0,,,,,
4784,06/07/22 06:10:00 PM,23.388,0.0,,,,,
4785,06/07/22 06:20:00 PM,23.388,0.0,,,,,
4786,06/07/22 06:30:00 PM,23.388,0.0,,,,,
4787,06/07/22 06:40:00 PM,23.388,0.0,,,,,
4788,06/07/22 06:50:00 PM,23.388,0.0,,,,,
4789,06/07/22 07:00:00 PM,23.388,0.0,,,,,
4790,06/07/22 07:10:00 PM,23.388,0.0,,,,,
4791,06/07/22 07:20:00 PM,23.388,0.0,,,,,
4792,06/07/22 07:30:00 PM,23.388,0.0,,,,,
4793,06/07/22 07:40:00 PM,23.388,0.0,,,,,
4794,06/07/22 07:50:00 PM,23.388,0.0,,,,,
4795,06/07/22 08:00:00 PM,23.388,0.0,,,,,
4796,06/07/22 08:10:00 PM,23.388,0.0,,,,,
4797,06/07/22 08:20:00 PM,23.388,0.0,,,,,
4798,06/07/22 08:30:00 PM,23.292,0.0,,,,,
4799,06/07/22 08:40:00 PM,23.292,0.0,,,,,
4800,06/07/22 08:50:00 PM,23.292,0.0,,,,,
4801,06/07/22 09:00:00 PM,23.292,0.0,,,,,
4802,06/07/22 09:10:00 PM,23.292,0.0,,,,,
4803,06/07/22 09:20:00 PM,23.292,0.0,,,,,
4804,06/07/22 09:30:00 PM,23.292,0.0,,,,,
4805,06/07/22 09:40:00 PM,23.292,0.0,,,,,
4806,06/07/22 09:50:00 PM,23.292,0.0,,,,,
4807,06/07/22 10:00:00 PM,23.292,0.0,,,,,
4808,06/07/22 10:10:00 PM,23.292,0.0,,,,,
4809,06/07/22 10:20:00 PM,23.292,0.0,,,,,
4810,06/07/22 10:30:00 PM,23.292,0.0,,,,,
4811,06/07/22 10:40:00 PM,23.292,0.0,,,,,
4812,06/07/22 10:50:00 PM,23.292,0.0,,,,,
4813,06/07/22 11:00:00 PM,23.292,0.0,,,,,
4814,06/07/22 11:10:00 PM,23.292,0.0,,,,,
4815,06/07/22 11:20:00 PM,23.292,0.0,,,,,
4816,06/07/22 11:30:00 PM,23.292,0.0,,,,,
4817,06/07/22 11:40:00 PM,23.292,0.0,,,,,
4818,06/07/22 11:50:00 PM,23.292,0.0,,,,,
4819,06/08/22 12:00:00 AM,23.196,0.0,,,,,
4820,06/08/22 12:10:00 AM,23.196,0.0,,,,,
4821,06/08/22 12:20:00 AM,23.196,0.0,,,,,
4822,06/08/22 12:30:00 AM,23.196,0.0,,,,,
4823,06/08/22 12:40:00 AM,23.196,0.0,,,,,
4824,06/08/22 12:50:00 AM,23.196,0.0,,,,,
4825,06/08/22 01:00:00 AM,23.196,0.0,,,,,
4826,06/08/22 01:10:00 AM,23.196,0.0,,,,,
4827,06/08/22 01:20:00 AM,23.196,0.0,,,,,
4828,06/08/22 01:30:00 AM,23.196,0.0,,,,,
4829,06/08/22 01:40:00 AM,23.100,0.0,,,,,
4830,06/08/22 01:50:00 AM,23.100,0.0,,,,,
4831,06/08/22 02:00:00 AM,23.100,0.0,,,,,
4832,06/08/22 02:10:00 AM,23.100,0.0,,,,,
4833,06/08/22 02:20:00 AM,23.100,0.0,,,,,
4834,06/08/22 02:30:00 AM,23.100,0.0,,,,,
4835,06/08/22 02:40:00 AM,23.100,0.0,,,,,
4836,06/08/22 02:50:00 AM,23.100,0.0,,,,,
4837,06/08/22 03:00:00 AM,23.100,0.0,,,,,
4838,06/08/22 03:10:00 AM,23.100,0.0,,,,,
4839,06/08/22 03:20:00 AM,23.100,0.0,,,,,
4840,06/08/22 03:30:00 AM,23.100,0.0,,,,,
4841,06/08/22 03:40:00 AM,23.100,0.0,,,,,
4842,06/08/22 03:50:00 AM,23.100,0.0,,,,,
4843,06/08/22 04:00:00 AM,23.100,0.0,,,,,
4844,06/08/22 04:10:00 AM,23.100,0.0,,,,,
4845,06/08/22 04:20:00 AM,23.100,0.0,,,,,
4846,06/08/22 04:30:00 AM,23.100,0.0,,,,,
4847,06/08/22 04:40:00 AM,23.100,0.0,,,,,
