"Título de trazado: 1. table nursery. 05/05/22"
"N.º","Fecha Tiempo, GMT-06:00","Temp, °C (LGR S/N: 21258716, SEN S/N: 21258716)","Intensidad, lux (LGR S/N: 21258716, SEN S/N: 21258716)","Acoplador adjunto (LGR S/N: 21258716)","Host conectado (LGR S/N: 21258716)","Acoplador separado (LGR S/N: 21258716)","Parado (LGR S/N: 21258716)","Final de archivo (LGR S/N: 21258716)"
1,05/05/22 01:00:00 PM,24.158,1334.7,,,,,
2,05/05/22 01:10:00 PM,23.966,10333.4,,,,,
3,05/05/22 01:20:00 PM,23.773,1980.6,,,,,
4,05/05/22 01:30:00 PM,23.966,1463.9,,,,,
5,05/05/22 01:40:00 PM,23.966,18600.1,,,,,
6,05/05/22 01:50:00 PM,24.255,11022.3,,,,,
7,05/05/22 02:00:00 PM,24.158,3100.0,,,,,
8,05/05/22 02:10:00 PM,23.966,4477.8,,,,,
9,05/05/22 02:20:00 PM,24.158,3272.2,,,,,
10,05/05/22 02:30:00 PM,24.062,7577.8,,,,,
11,05/05/22 02:40:00 PM,24.062,6200.0,,,,,
12,05/05/22 02:50:00 PM,23.869,1367.0,,,,,
13,05/05/22 03:00:00 PM,23.966,12400.1,,,,,
14,05/05/22 03:10:00 PM,24.158,4305.6,,,,,
15,05/05/22 03:20:00 PM,23.966,1894.5,,,,,
16,05/05/22 03:30:00 PM,23.773,871.9,,,,,
17,05/05/22 03:40:00 PM,23.773,5166.7,,,,,
18,05/05/22 03:50:00 PM,23.581,2411.1,,,,,
19,05/05/22 04:00:00 PM,23.581,3961.1,,,,,
20,05/05/22 04:10:00 PM,23.581,2238.9,,,,,
21,05/05/22 04:20:00 PM,23.581,1205.6,,,,,
22,05/05/22 04:30:00 PM,23.581,559.7,,,,,
23,05/05/22 04:40:00 PM,23.581,1722.2,,,,,
24,05/05/22 04:50:00 PM,23.581,1302.4,,,,,
25,05/05/22 05:00:00 PM,23.581,505.9,,,,,
26,05/05/22 05:10:00 PM,23.581,139.9,,,,,
27,05/05/22 05:20:00 PM,23.581,893.4,,,,,
28,05/05/22 05:30:00 PM,23.581,667.4,,,,,
29,05/05/22 05:40:00 PM,23.581,53.8,,,,,
30,05/05/22 05:50:00 PM,23.581,215.3,,,,,
31,05/05/22 06:00:00 PM,23.581,43.1,,,,,
32,05/05/22 06:10:00 PM,23.581,0.0,,,,,
33,05/05/22 06:20:00 PM,23.581,0.0,,,,,
34,05/05/22 06:30:00 PM,23.581,0.0,,,,,
35,05/05/22 06:40:00 PM,23.677,0.0,,,,,
36,05/05/22 06:50:00 PM,23.581,0.0,,,,,
37,05/05/22 07:00:00 PM,23.677,0.0,,,,,
38,05/05/22 07:10:00 PM,23.677,0.0,,,,,
39,05/05/22 07:20:00 PM,23.581,0.0,,,,,
40,05/05/22 07:30:00 PM,23.677,0.0,,,,,
41,05/05/22 07:40:00 PM,23.677,0.0,,,,,
42,05/05/22 07:50:00 PM,23.677,0.0,,,,,
43,05/05/22 08:00:00 PM,23.677,0.0,,,,,
44,05/05/22 08:10:00 PM,23.677,0.0,,,,,
45,05/05/22 08:20:00 PM,23.581,0.0,,,,,
46,05/05/22 08:30:00 PM,23.581,0.0,,,,,
47,05/05/22 08:40:00 PM,23.581,0.0,,,,,
48,05/05/22 08:50:00 PM,23.581,0.0,,,,,
49,05/05/22 09:00:00 PM,23.581,0.0,,,,,
50,05/05/22 09:10:00 PM,23.581,0.0,,,,,
51,05/05/22 09:20:00 PM,23.581,0.0,,,,,
52,05/05/22 09:30:00 PM,23.581,0.0,,,,,
53,05/05/22 09:40:00 PM,23.581,0.0,,,,,
54,05/05/22 09:50:00 PM,23.581,0.0,,,,,
55,05/05/22 10:00:00 PM,23.581,0.0,,,,,
56,05/05/22 10:10:00 PM,23.581,0.0,,,,,
57,05/05/22 10:20:00 PM,23.581,0.0,,,,,
58,05/05/22 10:30:00 PM,23.581,0.0,,,,,
59,05/05/22 10:40:00 PM,23.581,0.0,,,,,
60,05/05/22 10:50:00 PM,23.581,0.0,,,,,
61,05/05/22 11:00:00 PM,23.581,0.0,,,,,
62,05/05/22 11:10:00 PM,23.581,0.0,,,,,
63,05/05/22 11:20:00 PM,23.581,0.0,,,,,
64,05/05/22 11:30:00 PM,23.581,0.0,,,,,
65,05/05/22 11:40:00 PM,23.581,0.0,,,,,
66,05/05/22 11:50:00 PM,23.581,0.0,,,,,
67,05/06/22 12:00:00 AM,23.581,0.0,,,,,
68,05/06/22 12:10:00 AM,23.581,0.0,,,,,
69,05/06/22 12:20:00 AM,23.581,0.0,,,,,
70,05/06/22 12:30:00 AM,23.581,0.0,,,,,
71,05/06/22 12:40:00 AM,23.581,0.0,,,,,
72,05/06/22 12:50:00 AM,23.581,0.0,,,,,
73,05/06/22 01:00:00 AM,23.484,0.0,,,,,
74,05/06/22 01:10:00 AM,23.484,0.0,,,,,
75,05/06/22 01:20:00 AM,23.484,0.0,,,,,
76,05/06/22 01:30:00 AM,23.484,0.0,,,,,
77,05/06/22 01:40:00 AM,23.484,0.0,,,,,
78,05/06/22 01:50:00 AM,23.484,0.0,,,,,
79,05/06/22 02:00:00 AM,23.484,0.0,,,,,
80,05/06/22 02:10:00 AM,23.484,0.0,,,,,
81,05/06/22 02:20:00 AM,23.484,0.0,,,,,
82,05/06/22 02:30:00 AM,23.484,0.0,,,,,
83,05/06/22 02:40:00 AM,23.484,0.0,,,,,
84,05/06/22 02:50:00 AM,23.484,0.0,,,,,
85,05/06/22 03:00:00 AM,23.388,0.0,,,,,
86,05/06/22 03:10:00 AM,23.388,0.0,,,,,
87,05/06/22 03:20:00 AM,23.388,0.0,,,,,
88,05/06/22 03:30:00 AM,23.484,0.0,,,,,
89,05/06/22 03:40:00 AM,23.388,0.0,,,,,
90,05/06/22 03:50:00 AM,23.388,0.0,,,,,
91,05/06/22 04:00:00 AM,23.388,0.0,,,,,
92,05/06/22 04:10:00 AM,23.388,0.0,,,,,
93,05/06/22 04:20:00 AM,23.388,0.0,,,,,
94,05/06/22 04:30:00 AM,23.388,0.0,,,,,
95,05/06/22 04:40:00 AM,23.388,0.0,,,,,
96,05/06/22 04:50:00 AM,23.388,0.0,,,,,
97,05/06/22 05:00:00 AM,23.388,0.0,,,,,
98,05/06/22 05:10:00 AM,23.388,0.0,,,,,
99,05/06/22 05:20:00 AM,23.388,0.0,,,,,
100,05/06/22 05:30:00 AM,23.388,0.0,,,,,
101,05/06/22 05:40:00 AM,23.388,0.0,,,,,
102,05/06/22 05:50:00 AM,23.388,21.5,,,,,
103,05/06/22 06:00:00 AM,23.388,107.6,,,,,
104,05/06/22 06:10:00 AM,23.388,290.6,,,,,
105,05/06/22 06:20:00 AM,23.388,172.2,,,,,
106,05/06/22 06:30:00 AM,23.388,1076.4,,,,,
107,05/06/22 06:40:00 AM,23.484,1141.0,,,,,
108,05/06/22 06:50:00 AM,23.484,1324.0,,,,,
109,05/06/22 07:00:00 AM,23.388,1636.1,,,,,
110,05/06/22 07:10:00 AM,23.388,1259.4,,,,,
111,05/06/22 07:20:00 AM,23.484,635.1,,,,,
112,05/06/22 07:30:00 AM,23.484,409.0,,,,,
113,05/06/22 07:40:00 AM,23.484,2927.8,,,,,
114,05/06/22 07:50:00 AM,23.484,1636.1,,,,,
115,05/06/22 08:00:00 AM,23.484,3272.2,,,,,
116,05/06/22 08:10:00 AM,23.484,1001.0,,,,,
117,05/06/22 08:20:00 AM,23.484,3272.2,,,,,
118,05/06/22 08:30:00 AM,23.581,409.0,,,,,
119,05/06/22 08:40:00 AM,23.677,1044.1,,,,,
120,05/06/22 08:50:00 AM,23.677,3961.1,,,,,
121,05/06/22 09:00:00 AM,23.869,1722.2,,,,,
122,05/06/22 09:10:00 AM,23.773,699.7,,,,,
123,05/06/22 09:20:00 AM,23.773,10677.8,,,,,
124,05/06/22 09:30:00 AM,23.677,5166.7,,,,,
125,05/06/22 09:40:00 AM,23.677,8611.2,,,,,
126,05/06/22 09:50:00 AM,23.869,3961.1,,,,,
127,05/06/22 10:00:00 AM,24.158,1808.3,,,,,
128,05/06/22 10:10:00 AM,24.062,13089.0,,,,,
129,05/06/22 10:20:00 AM,24.158,6544.5,,,,,
130,05/06/22 10:30:00 AM,23.966,5166.7,,,,,
131,05/06/22 10:40:00 AM,24.351,10333.4,,,,,
132,05/06/22 10:50:00 AM,24.255,10677.8,,,,,
133,05/06/22 11:00:00 AM,24.255,22044.6,,,,,
134,05/06/22 11:10:00 AM,24.545,8266.7,,,,,
135,05/06/22 11:20:00 AM,24.931,31689.1,,,,,
136,05/06/22 11:30:00 AM,25.222,4133.4,,,,,
137,05/06/22 11:40:00 AM,24.641,13089.0,,,,,
138,05/06/22 11:50:00 AM,24.641,3272.2,,,,,
139,05/06/22 12:00:00 PM,24.255,5166.7,,,,,
140,05/06/22 12:10:00 PM,24.255,2238.9,,,,,
141,05/06/22 12:20:00 PM,24.641,1377.8,,,,,
142,05/06/22 12:30:00 PM,24.545,5338.9,,,,,
143,05/06/22 12:40:00 PM,24.255,7233.4,,,,,
144,05/06/22 12:50:00 PM,24.351,1367.0,,,,,
145,05/06/22 01:00:00 PM,24.062,4822.3,,,,,
146,05/06/22 01:10:00 PM,24.158,1636.1,,,,,
147,05/06/22 01:20:00 PM,24.158,6200.0,,,,,
148,05/06/22 01:30:00 PM,24.545,2927.8,,,,,
149,05/06/22 01:40:00 PM,24.448,14466.8,,,,,
150,05/06/22 01:50:00 PM,24.255,6200.0,,,,,
151,05/06/22 02:00:00 PM,24.351,4822.3,,,,,
152,05/06/22 02:10:00 PM,24.835,11022.3,,,,,
153,05/06/22 02:20:00 PM,24.545,1377.8,,,,,
154,05/06/22 02:30:00 PM,24.351,8611.2,,,,,
155,05/06/22 02:40:00 PM,24.738,6544.5,,,,,
156,05/06/22 02:50:00 PM,24.738,2066.7,,,,,
157,05/06/22 03:00:00 PM,24.835,2238.9,,,,,
158,05/06/22 03:10:00 PM,24.738,2927.8,,,,,
159,05/06/22 03:20:00 PM,24.448,1345.5,,,,,
160,05/06/22 03:30:00 PM,24.255,4650.0,,,,,
161,05/06/22 03:40:00 PM,24.255,1076.4,,,,,
162,05/06/22 03:50:00 PM,24.351,947.2,,,,,
163,05/06/22 04:00:00 PM,24.062,1151.7,,,,,
164,05/06/22 04:10:00 PM,23.869,1356.3,,,,,
165,05/06/22 04:20:00 PM,23.869,1636.1,,,,,
166,05/06/22 04:30:00 PM,23.773,828.8,,,,,
167,05/06/22 04:40:00 PM,23.677,1550.0,,,,,
168,05/06/22 04:50:00 PM,23.677,1119.5,,,,,
169,05/06/22 05:00:00 PM,23.677,2669.5,,,,,
170,05/06/22 05:10:00 PM,23.581,226.0,,,,,
171,05/06/22 05:20:00 PM,23.484,979.5,,,,,
172,05/06/22 05:30:00 PM,23.484,430.6,,,,,
173,05/06/22 05:40:00 PM,23.484,344.4,,,,,
174,05/06/22 05:50:00 PM,23.484,10.8,,,,,
175,05/06/22 06:00:00 PM,23.484,75.3,,,,,
176,05/06/22 06:10:00 PM,23.388,10.8,,,,,
177,05/06/22 06:20:00 PM,23.388,0.0,,,,,
178,05/06/22 06:30:00 PM,23.388,0.0,,,,,
179,05/06/22 06:40:00 PM,23.484,0.0,,,,,
180,05/06/22 06:50:00 PM,23.484,0.0,,,,,
181,05/06/22 07:00:00 PM,23.484,0.0,,,,,
182,05/06/22 07:10:00 PM,23.484,0.0,,,,,
183,05/06/22 07:20:00 PM,23.484,0.0,,,,,
184,05/06/22 07:30:00 PM,23.484,0.0,,,,,
185,05/06/22 07:40:00 PM,23.484,0.0,,,,,
186,05/06/22 07:50:00 PM,23.484,0.0,,,,,
187,05/06/22 08:00:00 PM,23.484,0.0,,,,,
188,05/06/22 08:10:00 PM,23.484,0.0,,,,,
189,05/06/22 08:20:00 PM,23.484,0.0,,,,,
190,05/06/22 08:30:00 PM,23.484,0.0,,,,,
191,05/06/22 08:40:00 PM,23.484,0.0,,,,,
192,05/06/22 08:50:00 PM,23.484,0.0,,,,,
193,05/06/22 09:00:00 PM,23.484,0.0,,,,,
194,05/06/22 09:10:00 PM,23.484,0.0,,,,,
195,05/06/22 09:20:00 PM,23.484,0.0,,,,,
196,05/06/22 09:30:00 PM,23.484,0.0,,,,,
197,05/06/22 09:40:00 PM,23.484,0.0,,,,,
198,05/06/22 09:50:00 PM,23.484,0.0,,,,,
199,05/06/22 10:00:00 PM,23.484,0.0,,,,,
200,05/06/22 10:10:00 PM,23.484,0.0,,,,,
201,05/06/22 10:20:00 PM,23.484,0.0,,,,,
202,05/06/22 10:30:00 PM,23.484,0.0,,,,,
203,05/06/22 10:40:00 PM,23.484,0.0,,,,,
204,05/06/22 10:50:00 PM,23.484,0.0,,,,,
205,05/06/22 11:00:00 PM,23.484,0.0,,,,,
206,05/06/22 11:10:00 PM,23.484,0.0,,,,,
207,05/06/22 11:20:00 PM,23.484,0.0,,,,,
208,05/06/22 11:30:00 PM,23.484,0.0,,,,,
209,05/06/22 11:40:00 PM,23.484,0.0,,,,,
210,05/06/22 11:50:00 PM,23.484,0.0,,,,,
211,05/07/22 12:00:00 AM,23.484,0.0,,,,,
212,05/07/22 12:10:00 AM,23.484,0.0,,,,,
213,05/07/22 12:20:00 AM,23.484,0.0,,,,,
214,05/07/22 12:30:00 AM,23.484,0.0,,,,,
215,05/07/22 12:40:00 AM,23.484,0.0,,,,,
216,05/07/22 12:50:00 AM,23.484,0.0,,,,,
217,05/07/22 01:00:00 AM,23.484,0.0,,,,,
218,05/07/22 01:10:00 AM,23.484,0.0,,,,,
219,05/07/22 01:20:00 AM,23.484,0.0,,,,,
220,05/07/22 01:30:00 AM,23.484,0.0,,,,,
221,05/07/22 01:40:00 AM,23.484,0.0,,,,,
222,05/07/22 01:50:00 AM,23.484,0.0,,,,,
223,05/07/22 02:00:00 AM,23.484,0.0,,,,,
224,05/07/22 02:10:00 AM,23.484,0.0,,,,,
225,05/07/22 02:20:00 AM,23.388,0.0,,,,,
226,05/07/22 02:30:00 AM,23.388,0.0,,,,,
227,05/07/22 02:40:00 AM,23.388,0.0,,,,,
228,05/07/22 02:50:00 AM,23.388,0.0,,,,,
229,05/07/22 03:00:00 AM,23.388,0.0,,,,,
230,05/07/22 03:10:00 AM,23.388,0.0,,,,,
231,05/07/22 03:20:00 AM,23.388,0.0,,,,,
232,05/07/22 03:30:00 AM,23.388,0.0,,,,,
233,05/07/22 03:40:00 AM,23.388,0.0,,,,,
234,05/07/22 03:50:00 AM,23.388,0.0,,,,,
235,05/07/22 04:00:00 AM,23.388,0.0,,,,,
236,05/07/22 04:10:00 AM,23.388,0.0,,,,,
237,05/07/22 04:20:00 AM,23.388,0.0,,,,,
238,05/07/22 04:30:00 AM,23.388,0.0,,,,,
239,05/07/22 04:40:00 AM,23.388,0.0,,,,,
240,05/07/22 04:50:00 AM,23.388,0.0,,,,,
241,05/07/22 05:00:00 AM,23.388,0.0,,,,,
242,05/07/22 05:10:00 AM,23.292,0.0,,,,,
243,05/07/22 05:20:00 AM,23.292,0.0,,,,,
244,05/07/22 05:30:00 AM,23.292,0.0,,,,,
245,05/07/22 05:40:00 AM,23.292,0.0,,,,,
246,05/07/22 05:50:00 AM,23.292,0.0,,,,,
247,05/07/22 06:00:00 AM,23.292,64.6,,,,,
248,05/07/22 06:10:00 AM,23.292,376.7,,,,,
249,05/07/22 06:20:00 AM,23.292,355.2,,,,,
250,05/07/22 06:30:00 AM,23.292,312.2,,,,,
251,05/07/22 06:40:00 AM,23.292,785.8,,,,,
252,05/07/22 06:50:00 AM,23.292,2669.5,,,,,
253,05/07/22 07:00:00 AM,23.292,2411.1,,,,,
254,05/07/22 07:10:00 AM,23.388,4994.5,,,,,
255,05/07/22 07:20:00 AM,23.292,2755.6,,,,,
256,05/07/22 07:30:00 AM,23.292,322.9,,,,,
257,05/07/22 07:40:00 AM,23.292,1808.3,,,,,
258,05/07/22 07:50:00 AM,23.196,4133.4,,,,,
259,05/07/22 08:00:00 AM,23.292,1463.9,,,,,
260,05/07/22 08:10:00 AM,23.388,6200.0,,,,,
261,05/07/22 08:20:00 AM,23.484,2238.9,,,,,
262,05/07/22 08:30:00 AM,23.388,4822.3,,,,,
263,05/07/22 08:40:00 AM,23.581,1173.3,,,,,
264,05/07/22 08:50:00 AM,23.581,12400.1,,,,,
265,05/07/22 09:00:00 AM,23.773,8266.7,,,,,
266,05/07/22 09:10:00 AM,23.966,19977.9,,,,,
267,05/07/22 09:20:00 AM,24.448,44089.2,,,,,
268,05/07/22 09:30:00 AM,23.869,21355.7,,,,,
269,05/07/22 09:40:00 AM,23.869,5166.7,,,,,
270,05/07/22 09:50:00 AM,23.966,7577.8,,,,,
271,05/07/22 10:00:00 AM,24.062,15844.5,,,,,
272,05/07/22 10:10:00 AM,24.545,57867.0,,,,,
273,05/07/22 10:20:00 AM,24.158,7577.8,,,,,
274,05/07/22 10:30:00 AM,23.966,3444.5,,,,,
275,05/07/22 10:40:00 AM,24.255,4822.3,,,,,
276,05/07/22 10:50:00 AM,24.062,3272.2,,,,,
277,05/07/22 11:00:00 AM,23.966,10677.8,,,,,
278,05/07/22 11:10:00 AM,24.255,22044.6,,,,,
279,05/07/22 11:20:00 AM,24.448,2497.2,,,,,
280,05/07/22 11:30:00 AM,24.351,9300.1,,,,,
281,05/07/22 11:40:00 AM,24.351,9300.1,,,,,
282,05/07/22 11:50:00 AM,24.931,5166.7,,,,,
283,05/07/22 12:00:00 PM,24.545,7577.8,,,,,
284,05/07/22 12:10:00 PM,24.448,33066.9,,,,,
285,05/07/22 12:20:00 PM,24.545,10677.8,,,,,
286,05/07/22 12:30:00 PM,24.545,6544.5,,,,,
287,05/07/22 12:40:00 PM,24.738,2497.2,,,,,
288,05/07/22 12:50:00 PM,24.738,6200.0,,,,,
289,05/07/22 01:00:00 PM,24.351,4994.5,,,,,
290,05/07/22 01:10:00 PM,24.545,2497.2,,,,,
291,05/07/22 01:20:00 PM,24.351,5166.7,,,,,
292,05/07/22 01:30:00 PM,24.738,2411.1,,,,,
293,05/07/22 01:40:00 PM,24.545,5166.7,,,,,
294,05/07/22 01:50:00 PM,24.545,5511.1,,,,,
295,05/07/22 02:00:00 PM,24.545,6544.5,,,,,
296,05/07/22 02:10:00 PM,24.545,6200.0,,,,,
297,05/07/22 02:20:00 PM,24.835,1808.3,,,,,
298,05/07/22 02:30:00 PM,24.255,1808.3,,,,,
299,05/07/22 02:40:00 PM,24.738,1550.0,,,,,
300,05/07/22 02:50:00 PM,24.255,7577.8,,,,,
301,05/07/22 03:00:00 PM,24.448,1550.0,,,,,
302,05/07/22 03:10:00 PM,24.351,8266.7,,,,,
303,05/07/22 03:20:00 PM,24.448,1463.9,,,,,
304,05/07/22 03:30:00 PM,24.158,5511.1,,,,,
305,05/07/22 03:40:00 PM,23.966,968.8,,,,,
306,05/07/22 03:50:00 PM,23.773,5338.9,,,,,
307,05/07/22 04:00:00 PM,23.869,5511.1,,,,,
308,05/07/22 04:10:00 PM,23.869,893.4,,,,,
309,05/07/22 04:20:00 PM,23.773,3272.2,,,,,
310,05/07/22 04:30:00 PM,23.677,1054.9,,,,,
311,05/07/22 04:40:00 PM,23.773,462.9,,,,,
312,05/07/22 04:50:00 PM,23.677,1808.3,,,,,
313,05/07/22 05:00:00 PM,23.677,3444.5,,,,,
314,05/07/22 05:10:00 PM,23.581,215.3,,,,,
315,05/07/22 05:20:00 PM,23.484,204.5,,,,,
316,05/07/22 05:30:00 PM,23.388,376.7,,,,,
317,05/07/22 05:40:00 PM,23.388,527.4,,,,,
318,05/07/22 05:50:00 PM,23.388,64.6,,,,,
319,05/07/22 06:00:00 PM,23.292,10.8,,,,,
320,05/07/22 06:10:00 PM,23.388,0.0,,,,,
321,05/07/22 06:20:00 PM,23.292,0.0,,,,,
322,05/07/22 06:30:00 PM,23.292,0.0,,,,,
323,05/07/22 06:40:00 PM,23.292,0.0,,,,,
324,05/07/22 06:50:00 PM,23.292,0.0,,,,,
325,05/07/22 07:00:00 PM,23.292,0.0,,,,,
326,05/07/22 07:10:00 PM,23.292,0.0,,,,,
327,05/07/22 07:20:00 PM,23.292,0.0,,,,,
328,05/07/22 07:30:00 PM,23.196,0.0,,,,,
329,05/07/22 07:40:00 PM,23.292,0.0,,,,,
330,05/07/22 07:50:00 PM,23.196,0.0,,,,,
331,05/07/22 08:00:00 PM,23.196,0.0,,,,,
332,05/07/22 08:10:00 PM,23.196,0.0,,,,,
333,05/07/22 08:20:00 PM,23.196,0.0,,,,,
334,05/07/22 08:30:00 PM,23.100,0.0,,,,,
335,05/07/22 08:40:00 PM,23.196,0.0,,,,,
336,05/07/22 08:50:00 PM,23.100,0.0,,,,,
337,05/07/22 09:00:00 PM,23.100,0.0,,,,,
338,05/07/22 09:10:00 PM,23.100,0.0,,,,,
339,05/07/22 09:20:00 PM,23.100,0.0,,,,,
340,05/07/22 09:30:00 PM,23.100,0.0,,,,,
341,05/07/22 09:40:00 PM,23.100,0.0,,,,,
342,05/07/22 09:50:00 PM,23.100,0.0,,,,,
343,05/07/22 10:00:00 PM,23.004,0.0,,,,,
344,05/07/22 10:10:00 PM,23.004,0.0,,,,,
345,05/07/22 10:20:00 PM,23.004,0.0,,,,,
346,05/07/22 10:30:00 PM,23.004,0.0,,,,,
347,05/07/22 10:40:00 PM,23.004,0.0,,,,,
348,05/07/22 10:50:00 PM,23.004,0.0,,,,,
349,05/07/22 11:00:00 PM,23.100,0.0,,,,,
350,05/07/22 11:10:00 PM,23.100,0.0,,,,,
351,05/07/22 11:20:00 PM,23.100,0.0,,,,,
352,05/07/22 11:30:00 PM,23.100,0.0,,,,,
353,05/07/22 11:40:00 PM,23.004,0.0,,,,,
354,05/07/22 11:50:00 PM,23.004,0.0,,,,,
355,05/08/22 12:00:00 AM,23.004,0.0,,,,,
356,05/08/22 12:10:00 AM,23.004,0.0,,,,,
357,05/08/22 12:20:00 AM,23.004,0.0,,,,,
358,05/08/22 12:30:00 AM,23.004,0.0,,,,,
359,05/08/22 12:40:00 AM,23.004,0.0,,,,,
360,05/08/22 12:50:00 AM,23.004,0.0,,,,,
361,05/08/22 01:00:00 AM,23.004,0.0,,,,,
362,05/08/22 01:10:00 AM,23.004,0.0,,,,,
363,05/08/22 01:20:00 AM,23.004,0.0,,,,,
364,05/08/22 01:30:00 AM,23.004,0.0,,,,,
365,05/08/22 01:40:00 AM,23.004,0.0,,,,,
366,05/08/22 01:50:00 AM,23.004,0.0,,,,,
367,05/08/22 02:00:00 AM,23.004,0.0,,,,,
368,05/08/22 02:10:00 AM,23.004,0.0,,,,,
369,05/08/22 02:20:00 AM,23.004,0.0,,,,,
370,05/08/22 02:30:00 AM,23.004,0.0,,,,,
371,05/08/22 02:40:00 AM,23.004,0.0,,,,,
372,05/08/22 02:50:00 AM,23.100,0.0,,,,,
373,05/08/22 03:00:00 AM,23.100,0.0,,,,,
374,05/08/22 03:10:00 AM,23.100,0.0,,,,,
375,05/08/22 03:20:00 AM,23.100,0.0,,,,,
376,05/08/22 03:30:00 AM,23.100,0.0,,,,,
377,05/08/22 03:40:00 AM,23.100,0.0,,,,,
378,05/08/22 03:50:00 AM,23.100,0.0,,,,,
379,05/08/22 04:00:00 AM,23.004,0.0,,,,,
380,05/08/22 04:10:00 AM,23.004,0.0,,,,,
381,05/08/22 04:20:00 AM,23.004,0.0,,,,,
382,05/08/22 04:30:00 AM,23.004,0.0,,,,,
383,05/08/22 04:40:00 AM,23.004,0.0,,,,,
384,05/08/22 04:50:00 AM,23.004,0.0,,,,,
385,05/08/22 05:00:00 AM,23.004,0.0,,,,,
386,05/08/22 05:10:00 AM,23.004,0.0,,,,,
387,05/08/22 05:20:00 AM,23.004,0.0,,,,,
388,05/08/22 05:30:00 AM,23.004,0.0,,,,,
389,05/08/22 05:40:00 AM,23.004,0.0,,,,,
390,05/08/22 05:50:00 AM,23.004,0.0,,,,,
391,05/08/22 06:00:00 AM,23.004,247.6,,,,,
392,05/08/22 06:10:00 AM,23.004,355.2,,,,,
393,05/08/22 06:20:00 AM,23.004,355.2,,,,,
394,05/08/22 06:30:00 AM,23.004,688.9,,,,,
395,05/08/22 06:40:00 AM,23.004,355.2,,,,,
396,05/08/22 06:50:00 AM,23.004,549.0,,,,,
397,05/08/22 07:00:00 AM,23.100,387.5,,,,,
398,05/08/22 07:10:00 AM,23.100,2583.4,,,,,
399,05/08/22 07:20:00 AM,23.100,1377.8,,,,,
400,05/08/22 07:30:00 AM,23.100,4477.8,,,,,
401,05/08/22 07:40:00 AM,23.196,4305.6,,,,,
402,05/08/22 07:50:00 AM,23.196,1216.3,,,,,
403,05/08/22 08:00:00 AM,23.292,7577.8,,,,,
404,05/08/22 08:10:00 AM,23.292,1076.4,,,,,
405,05/08/22 08:20:00 AM,23.388,1270.1,,,,,
406,05/08/22 08:30:00 AM,23.388,1377.8,,,,,
407,05/08/22 08:40:00 AM,23.388,9300.1,,,,,
408,05/08/22 08:50:00 AM,23.581,3100.0,,,,,
409,05/08/22 09:00:00 AM,23.581,5511.1,,,,,
410,05/08/22 09:10:00 AM,23.388,1808.3,,,,,
411,05/08/22 09:20:00 AM,23.484,16533.4,,,,,
412,05/08/22 09:30:00 AM,23.677,3616.7,,,,,
413,05/08/22 09:40:00 AM,23.581,2755.6,,,,,
414,05/08/22 09:50:00 AM,23.581,26178.0,,,,,
415,05/08/22 10:00:00 AM,23.581,1184.0,,,,,
416,05/08/22 10:10:00 AM,23.677,6544.5,,,,,
417,05/08/22 10:20:00 AM,23.773,2152.8,,,,,
418,05/08/22 10:30:00 AM,23.773,7577.8,,,,,
419,05/08/22 10:40:00 AM,23.773,4994.5,,,,,
420,05/08/22 10:50:00 AM,24.062,17222.3,,,,,
421,05/08/22 11:00:00 AM,24.158,23422.4,,,,,
422,05/08/22 11:10:00 AM,24.062,8266.7,,,,,
423,05/08/22 11:20:00 AM,24.062,4305.6,,,,,
424,05/08/22 11:30:00 AM,24.062,8266.7,,,,,
425,05/08/22 11:40:00 AM,24.062,7577.8,,,,,
426,05/08/22 11:50:00 AM,24.158,2583.4,,,,,
427,05/08/22 12:00:00 PM,24.158,2583.4,,,,,
428,05/08/22 12:10:00 PM,24.641,5338.9,,,,,
429,05/08/22 12:20:00 PM,24.351,2325.0,,,,,
430,05/08/22 12:30:00 PM,24.158,8266.7,,,,,
431,05/08/22 12:40:00 PM,24.158,2325.0,,,,,
432,05/08/22 12:50:00 PM,24.255,1377.8,,,,,
433,05/08/22 01:00:00 PM,23.869,3961.1,,,,,
434,05/08/22 01:10:00 PM,24.062,8266.7,,,,,
435,05/08/22 01:20:00 PM,23.966,1334.7,,,,,
436,05/08/22 01:30:00 PM,24.062,4133.4,,,,,
437,05/08/22 01:40:00 PM,24.158,30311.3,,,,,
438,05/08/22 01:50:00 PM,24.255,4822.3,,,,,
439,05/08/22 02:00:00 PM,24.158,2755.6,,,,,
440,05/08/22 02:10:00 PM,24.158,14466.8,,,,,
441,05/08/22 02:20:00 PM,24.062,57867.0,,,,,
442,05/08/22 02:30:00 PM,24.158,8266.7,,,,,
443,05/08/22 02:40:00 PM,24.062,9644.5,,,,,
444,05/08/22 02:50:00 PM,24.062,2066.7,,,,,
445,05/08/22 03:00:00 PM,23.966,5166.7,,,,,
446,05/08/22 03:10:00 PM,24.062,3272.2,,,,,
447,05/08/22 03:20:00 PM,24.062,3444.5,,,,,
448,05/08/22 03:30:00 PM,23.773,1324.0,,,,,
449,05/08/22 03:40:00 PM,23.966,1302.4,,,,,
450,05/08/22 03:50:00 PM,23.581,1722.2,,,,,
451,05/08/22 04:00:00 PM,23.484,1011.8,,,,,
452,05/08/22 04:10:00 PM,23.292,775.0,,,,,
453,05/08/22 04:20:00 PM,23.292,258.3,,,,,
